Index,Brightness,Temperature
0,116.68206656076543,269.0184466500818
1,116.68206656076543,269.0184466500818
2,112.6176583424137,265.48931204903556
3,112.6176583424137,265.48931204903556
4,117.1563273617311,260.9082036199027
5,117.1563273617311,260.9082036199027
6,116.22910149695767,260.30900810354746
7,116.22910149695767,260.30900810354746
8,117.11056379989371,262.3532810362277
9,117.11056379989371,262.3532810362277
10,118.90914957358544,266.1349256524783
11,118.90914957358544,266.1349256524783
12,119.52408183841813,260.74811539651665
13,119.52408183841813,260.74811539651665
14,121.46065720261615,268.85436614926056
15,121.46065720261615,268.85436614926056
16,118.6703046510668,264.0210130569756
17,118.6703046510668,264.0210130569756
18,117.16431729518001,266.2343101637366
19,117.16431729518001,266.2343101637366
20,119.85304134296369,271.14315688914144
21,119.85304134296369,271.14315688914144
22,118.17885935565792,267.8944009810849
23,118.17885935565792,267.8944009810849
24,120.195496314861,271.80033645104226
25,120.195496314861,271.80033645104226
26,120.09563934030999,269.6331390543247
27,120.09563934030999,269.6331390543247
28,118.02276045404659,270.72016292322985
29,118.02276045404659,270.72016292322985
30,122.78727431837802,275.4680238270457
31,122.78727431837802,275.4680238270457
32,118.77540931272577,274.30076787392477
33,118.77540931272577,274.30076787392477
34,122.95876032175948,279.48057830755056
35,122.95876032175948,279.48057830755056
36,122.5427102202274,278.28568746594897
37,122.5427102202274,278.28568746594897
38,124.91954785391104,283.6833149029127
39,124.91954785391104,283.6833149029127
40,126.05754134606141,286.7872592233996
41,126.05754134606141,286.7872592233996
42,123.9569452914715,280.57026697067647
43,123.9569452914715,280.57026697067647
44,124.12726338465932,286.56420487437646
45,124.12726338465932,286.56420487437646
46,130.51352057913306,297.3568240405226
47,130.51352057913306,297.3568240405226
48,128.52403465365848,297.97215650345595
49,128.52403465365848,297.97215650345595
50,129.4438926716967,297.6687165612524
51,129.4438926716967,297.6687165612524
52,127.89732603479791,299.3280772025031
53,127.89732603479791,299.3280772025031
54,133.92406573582053,310.4801270643095
55,133.92406573582053,310.4801270643095
56,134.4787768241385,320.5622720040891
57,134.4787768241385,320.5622720040891
58,137.7740925035036,336.68056307637926
59,137.7740925035036,336.68056307637926
60,139.12716005218846,337.05471010945405
61,139.12716005218846,337.05471010945405
62,141.31208328152022,346.0035561798162
63,141.31208328152022,346.0035561798162
64,131.17737109983506,344.9657408133854
65,131.17737109983506,344.9657408133854
66,133.5814443299034,328.6785120473372
67,133.5814443299034,328.6785120473372
68,116.47239126343604,296.2120862567748
69,116.47239126343604,296.2120862567748
70,104.11992499681563,272.52837241004596
71,104.11992499681563,272.52837241004596
72,99.07884032843307,247.67295762091965
73,99.07884032843307,247.67295762091965
74,97.65030785007269,228.94515776205762
75,97.65030785007269,228.94515776205762
76,94.52693011336694,217.22882972988955
77,94.52693011336694,217.22882972988955
78,94.61398680894499,214.53138278840268
79,94.61398680894499,214.53138278840268
80,92.64254410506848,206.9785508867845
81,92.64254410506848,206.9785508867845
82,93.06688620126263,205.31229699800537
83,93.06688620126263,205.31229699800537
84,93.32492540448581,205.38706552029836
85,93.32492540448581,205.38706552029836
86,91.68609531112973,200.99326828745308
87,91.68609531112973,200.99326828745308
88,91.29373215536035,200.81971492505403
89,91.29373215536035,200.81971492505403
90,92.83174288311218,202.64442883278429
91,92.83174288311218,202.64442883278429
92,93.50464614637485,203.6193793934641
93,93.50464614637485,203.6193793934641
94,94.03359494651815,203.46109827203236
95,94.03359494651815,203.46109827203236
96,95.2654707167681,205.71685378262265
97,95.2654707167681,205.71685378262265
98,95.80774643824446,206.60313013178012
99,95.80774643824446,206.60313013178012
100,97.49260127476337,207.34926581480454
101,97.49260127476337,207.34926581480454
102,101.19103429071193,213.74431824358106
103,101.19103429071193,213.74431824358106
104,98.89275434953197,212.43554165971534
105,98.89275434953197,212.43554165971534
106,104.66065331225248,221.56615441355297
107,104.66065331225248,221.56615441355297
108,109.02349892184,232.60727472923134
109,109.02349892184,232.60727472923134
110,113.10524786418736,240.12033250646743
111,113.10524786418736,240.12033250646743
112,124.51370659534042,271.3296502517278
113,124.51370659534042,271.3296502517278
114,129.11212709347245,287.4144390213845
115,129.11212709347245,287.4144390213845
116,134.93921606169727,311.5014571736549
117,134.93921606169727,311.5014571736549
118,145.12528594918447,328.1930036655375
119,145.12528594918447,328.1930036655375
120,121.79066064626025,293.89668409691
121,121.79066064626025,293.89668409691
122,100.89299734940298,250.17375992377475
123,100.89299734940298,250.17375992377475
124,95.32877841647145,226.10313293699937
125,95.32877841647145,226.10313293699937
126,93.12743172482575,214.9005484764176
127,93.12743172482575,214.9005484764176
128,93.81217594710537,210.45260018150123
129,93.81217594710537,210.45260018150123
130,93.49990719900572,206.97318261529912
131,93.49990719900572,206.97318261529912
132,92.62448270284207,202.5557074906659
133,92.62448270284207,202.5557074906659
134,91.752424622051,201.98582519358592
135,91.752424622051,201.98582519358592
136,91.97403308795913,201.558409904654
137,91.97403308795913,201.558409904654
138,90.82937816535426,201.4892669923236
139,90.82937816535426,201.4892669923236
140,90.86459409043354,200.2468325763503
141,90.86459409043354,200.2468325763503
142,93.2364302809281,205.76273350636274
143,93.2364302809281,205.76273350636274
144,97.6783745190653,213.5072582166909
145,97.6783745190653,213.5072582166909
146,102.14676700904917,221.81325647950996
147,102.14676700904917,221.81325647950996
148,109.04620760632096,238.0932995389592
149,109.04620760632096,238.0932995389592
150,114.64734429972196,249.93182005242022
151,114.64734429972196,249.93182005242022
152,126.09675687003471,276.36933006650025
153,126.09675687003471,276.36933006650025
154,132.2013495417548,297.3268439592071
155,132.2013495417548,297.3268439592071
156,132.61149066337464,298.63372655719434
157,132.61149066337464,298.63372655719434
158,126.20778214304595,290.9804381375527
159,126.20778214304595,290.9804381375527
160,108.420544137874,266.10898825925756
161,108.420544137874,266.10898825925756
162,97.75161705530437,239.4068161209774
163,97.75161705530437,239.4068161209774
164,97.22741923227088,238.12298537105747
165,97.22741923227088,238.12298537105747
166,98.62878760112275,241.55512439347044
167,98.62878760112275,241.55512439347044
168,94.81280911109401,230.7843552635553
169,94.81280911109401,230.7843552635553
170,92.95405044990653,220.3473120281577
171,92.95405044990653,220.3473120281577
172,92.65630203034338,206.5530039400664
173,92.65630203034338,206.5530039400664
174,91.43399120595055,198.7285825090102
175,91.43399120595055,198.7285825090102
176,90.31738605868591,192.60989045100632
177,90.31738605868591,192.60989045100632
178,90.42737018586702,193.13135156590238
179,90.42737018586702,193.13135156590238
180,88.53459514695791,188.74716347140543
181,88.53459514695791,188.74716347140543
182,90.4867473918184,191.6673889999824
183,90.4867473918184,191.6673889999824
184,89.90525305772903,191.7203812171735
185,89.90525305772903,191.7203812171735
186,92.03798426649504,196.70729177737576
187,92.03798426649504,196.70729177737576
188,93.55397205879441,199.53018159694585
189,93.55397205879441,199.53018159694585
190,94.5517807707761,201.14821491888634
191,94.5517807707761,201.14821491888634
192,102.6010635189835,219.5501935982825
193,102.6010635189835,219.5501935982825
194,106.78535256850483,227.06147389145002
195,106.78535256850483,227.06147389145002
196,114.29923127738857,243.85496486840321
197,114.29923127738857,243.85496486840321
198,123.03914811469537,267.2104308608708
199,123.03914811469537,267.2104308608708
200,127.76077451719947,283.0144809057531
201,127.76077451719947,283.0144809057531
202,128.85268881363493,291.16630254731564
203,128.85268881363493,291.16630254731564
204,122.95950382262353,280.2547620174829
205,122.95950382262353,280.2547620174829
206,108.33144800075061,260.5338517682028
207,108.33144800075061,260.5338517682028
208,99.29131710867972,241.62961026303867
209,99.29131710867972,241.62961026303867
210,94.82937161712756,224.14378056788087
211,94.82937161712756,224.14378056788087
212,95.36731391177034,225.41528978061106
213,95.36731391177034,225.41528978061106
214,92.52266556837199,214.29861518047898
215,92.52266556837199,214.29861518047898
216,91.68094301086788,209.62768063995082
217,91.68094301086788,209.62768063995082
218,92.59922943749892,211.72733458608218
219,92.59922943749892,211.72733458608218
220,93.56150962040758,213.92757987418986
221,93.56150962040758,213.92757987418986
222,90.05779529518207,199.07462115205476
223,90.05779529518207,199.07462115205476
224,96.24310718218538,192.01085842435498
225,96.24310718218538,192.01085842435498
