Index,Brightness,Temperature
0,107.6134,274.1997986
1,111.429266,269.7650757
2,115.228414,265.8819275
3,116.459158,262.7132874
4,114.343196,259.8476868
5,109.344876,257.7739258
6,113.26348,255.7546844
7,113.984112,254.1703491
8,110.937686,253.3005219
9,113.636894,252.7337646
10,113.099782,253.3005219
11,111.791644,252.4928284
12,112.04814,252.5860443
13,114.090622,253.549057
14,114.015028,254.5431366
15,113.61682,256.0888062
16,117.932172,256.865448
17,117.48678,256.7176819
18,114.557044,256.9041138
19,115.77521,257.5799255
20,115.407076,257.9216614
21,111.974436,258.9233093
22,112.944186,259.2029114
23,116.979484,259.0710754
24,113.958576,260.0727539
25,116.136776,261.4706726
26,117.814406,261.657074
27,115.393786,262.8064575
28,116.76465,263.0549927
29,115.160254,262.6200867
30,117.425232,263.6376648
31,113.288506,264.4839783
32,116.687462,262.9542236
33,117.013726,263.7695007
34,113.164404,264.2044067
35,116.300776,264.6393127
36,117.376946,264.8257141
37,112.945596,265.4083862
38,114.809494,265.9751282
39,119.98998,265.4470215
40,116.80263,267.4662476
41,115.185082,268.2974243
42,118.289612,269.1051025
43,119.953426,272.4056091
44,119.080112,272.747345
45,119.731262,273.8035583
46,121.993388,276.1258545
47,120.605204,277.9352112
48,120.893716,279.6127319
49,124.750872,282.7207947
50,124.898676,286.0823364
51,124.945054,289.6745911
52,128.980556,291.4594421
53,125.933388,294.73172
54,126.940152,298.0410156
55,131.190466,301.3430481
56,131.330674,305.62677
57,130.441358,310.0294495
58,131.601486,311.8368225
59,132.674218,318.1209106
60,133.03996,325.1116943
61,136.441492,330.5483093
62,139.057186,333.7980957
63,136.504646,337.6653442
64,135.828586,342.0382996
65,139.623128,341.9120178
66,139.699444,341.8227844
67,130.042792,341.7110596
68,137.570678,337.9033203
69,139.24286,334.8690491
70,125.187838,329.4846497
71,131.402318,322.4046326
72,127.125794,313.7182312
73,115.26015,300.7481079
74,115.299722,288.2836914
75,111.30698,275.2946777
76,100.687596,263.5444336
77,99.683914,252.9588013
78,98.504322,243.4528656
79,95.566934,235.1584625
80,94.342562,228.1377258
81,94.34202,221.8549652
82,92.673952,216.6125488
83,92.379752,212.2944794
84,92.60188,207.1611328
85,90.83694,203.4098358
86,90.28596,201.2587433
87,90.48655,199.6198883
88,90.103806,197.8105164
89,89.412402,197.0725403
90,90.047168,196.5444336
91,89.330766,195.8299408
92,88.892504,196.2648468
93,89.757602,196.6997681
94,90.429892,196.7929688
95,90.097026,197.2824097
96,91.303962,197.7173157
97,91.773172,197.7173157
98,90.515368,197.600647
99,91.2447,198.2840729
100,92.154304,198.9985809
101,92.340272,199.0917816
102,92.22401,199.8684082
103,93.4772,200.5829163
104,94.80999,201.545929
105,93.224586,202.6953583
106,95.96021,204.1864624
107,97.166186,205.242691
108,95.659868,206.2989044
109,97.514296,208.5045319
110,97.575268,210.5783081
111,99.872596,211.952774
112,100.761166,213.9333496
113,102.311372,216.0844421
114,102.45167,219.7425537
115,104.45629,223.6332855
116,106.114794,228.3475952
117,110.109546,233.7605133
118,112.71947,243.0800781
119,117.663094,252.3375092
120,123.247764,261.222168
121,123.065426,272.2192383
122,127.22094,284.9221802
123,129.841268,293.9953003
124,131.177022,301.4322815
125,129.778886,307.1439209
126,132.99479,312.7590027
127,138.632324,316.098053
128,143.684604,317.9424133
129,138.215246,319.5488281
130,137.503486,316.663269
131,142.856256,309.8509827
132,122.744836,298.2195129
133,125.815256,283.9332275
134,113.185736,271.0698242
135,101.506996,259.0165405
136,99.414338,247.584549
137,96.593476,237.5504761
138,92.904442,229.2871552
139,92.551992,221.8004303
140,91.831482,215.5563354
141,90.33831,210.275238
142,90.288284,204.6213837
143,90.23786,200.3965149
144,89.600744,197.6938629
145,89.4637,195.6435547
146,89.249674,194.8669281
147,88.41023,194.5252075
148,88.231838,194.3388062
149,89.466716,193.7174988
150,88.821516,194.5252075
151,87.928114,195.0533142
152,89.846674,196.3580475
153,90.15903,197.4142609
154,88.903952,198.4704895
155,90.586576,199.184967
156,91.804464,200.1479797
157,91.213076,201.2974091
158,92.291454,202.9362793
159,94.360966,205.0873566
160,94.509604,207.7279053
161,95.79762,211.3314667
162,97.793648,214.8418274
163,102.614796,220.3093109
164,102.488446,226.0252991
165,107.814416,233.1779022
166,113.232478,242.5285339
167,115.098454,252.7724304
168,117.067022,261.4706726
169,125.979404,271.10849
170,124.719116,279.3331604
171,126.127608,283.9107361
172,128.555324,288.8786316
173,129.723036,292.7458801
174,125.100272,292.061676
175,123.74095,290.9907532
176,124.962494,289.9793091
177,120.639108,285.993103
178,118.318322,279.1391907
179,113.964654,268.9573975
180,104.56895,256.6555786
181,96.977338,243.9423065
182,95.091038,232.8907013
183,91.890824,223.671936
184,91.70781,215.7116547
185,90.571386,208.8462524
186,88.860558,203.7515564
187,88.215186,199.7130737
188,89.024608,195.3950195
189,88.140228,191.605072
190,87.84705,189.057724
191,87.92022,187.224884
192,87.19641,186.2307892
193,87.556044,186.3239899
194,88.462164,186.510376
195,88.671356,186.7589111
196,87.787854,187.5666046
197,88.580442,188.5296173
198,89.556828,190.020752
199,89.509728,191.6982727
200,90.537266,193.0962067
201,91.782088,194.9601135
202,93.451784,198.3772736
203,94.774184,201.9187164
204,97.772686,205.6154633
205,98.629598,211.0518799
206,101.961002,216.7057343
207,104.942108,223.23703
208,109.25779,230.6850739
209,112.625554,240.2842102
210,117.1112,248.5475616
211,120.305698,257.3390198
212,120.474226,265.1053162
213,122.309818,269.5786743
214,125.072456,275.4810791
215,125.39631,279.1233215
216,124.010902,278.1216125
217,122.435466,278.7816162
